date,add,district,lng,lat,is14New
2022-03-30,黄浦区东街182弄,黄浦,121.514792,31.211,1
2022-03-30,黄浦区巡道街64号,黄浦,121.497353,31.219911,1
2022-03-30,黄浦区北京东路567号,黄浦,121.47949,31.23913,1
2022-03-30,静安区康定路311号,静安,121.450249,31.235058,1
2022-03-30,静安区宝昌路399弄,静安,121.474878,31.258613,1
2022-03-30,静安区平型关路2199弄,静安,121.463726,31.302956,1
2022-03-30,静安区常熟路104弄,静安,121.447772,31.21671,1
2022-03-30,静安区共和新路645弄,静安,121.464138,31.254722,1
2022-03-30,静安区万航渡路661弄,静安,121.432791,31.227391,1
2022-03-30,静安区俞泾港路15弄,静安,121.465221,31.266625,1
2022-03-30,静安区通阁路135弄,静安,121.470529,31.258776,1
2022-03-30,静安区东宝兴路1000号,静安,121.472033,31.265194,1
2022-03-30,静安区万春街4号,静安,121.436297,31.229843,1
2022-03-30,静安区长寿路999弄,静安,121.430736,31.231034,1
2022-03-30,静安区平型关路1083弄,静安,121.458879,31.281401,1
2022-03-30,静安区广延路350弄,静安,121.455327,31.276102,1
2022-03-30,静安区宝源路301弄,静安,121.479586,31.258286,1
2022-03-30,静安区康定路411号,静安,121.448623,31.234276,1
2022-03-30,静安区西康路339弄,静安,121.448927,31.231856,1
2022-03-30,静安区北京西路1400弄,静安,121.4487,31.22801,1
2022-03-30,静安区西康路663号,静安,121.44572,31.23515,1
2022-03-30,静安区闻喜路1223弄,静安,121.442336,31.30774,1
2022-03-30,静安区平顺路180弄,静安,121.453429,31.316267,1
2022-03-30,静安区三泉路332弄,静安,121.443131,31.305857,1
2022-03-30,静安区彭浦新村207号甲,静安,121.45264,31.306472,1
2022-03-30,静安区闻喜路1000弄,静安,121.44568,31.30913,1
2022-03-30,静安区沪太路1051弄,静安,121.429246,31.278662,1
2022-03-30,静安区灵石路921号,静安,121.432114,31.277228,1
2022-03-30,静安区西康路501弄,静安,121.447918,31.233224,1
2022-03-30,徐汇区龙漕路51弄,徐汇,121.438064,31.169344,1
2022-03-30,徐汇区石龙路818弄,徐汇,121.430297,31.149121,1
2022-03-30,徐汇区石龙支路27号,徐汇,121.443316,31.158198,1
2022-03-30,徐汇区斜土路2185号,徐汇,121.448558,31.192556,1
2022-03-30,徐汇区中山南二路950弄,徐汇,121.447436,31.183971,1
2022-03-30,徐汇区中山南二路945弄,徐汇,121.44901,31.183645,1
2022-03-30,徐汇区虹漕路8-4号,徐汇,121.412004,31.165189,1
2022-03-30,徐汇区华发路368弄,徐汇,121.44757,31.12794,1
2022-03-30,徐汇区建华路38号,徐汇,121.447044,31.121727,1
2022-03-30,徐汇区天等路426号,徐汇,121.427155,31.137871,1
2022-03-30,徐汇区龙华西路127号,徐汇,121.44973,31.173079,1
2022-03-30,徐汇区天钥桥南路428号,徐汇,121.450261,31.167714,1
2022-03-30,徐汇区华石路88弄,徐汇,121.430968,31.177777,1
2022-03-30,徐汇区柳州路628弄,徐汇,121.420421,31.179277,1
2022-03-30,徐汇区宜山路515弄,徐汇,121.43131,31.19182,1
2022-03-30,徐汇区宜山路655弄,徐汇,121.425027,31.175727,1
2022-03-30,徐汇区宛平南路500弄,徐汇,121.447986,31.189348,1
2022-03-30,徐汇区宛平南路144弄,徐汇,121.444756,31.194146,1
2022-03-30,徐汇区斜土路2590弄,徐汇,121.443735,31.186953,1
2022-03-30,徐汇区中漕路111号,徐汇,121.433009,31.183667,1
2022-03-30,徐汇区东泉路7号,徐汇,121.444102,31.156498,1
2022-03-30,徐汇区漕溪南一村,徐汇,121.436338,31.175523,1
2022-03-30,徐汇区东泉路51弄,徐汇,121.442875,31.156648,1
2022-03-30,徐汇区宛平南路658号,徐汇,121.450199,31.186114,1
2022-03-30,徐汇区斜土路1674弄,徐汇,121.454893,31.195075,1
2022-03-30,徐汇区田林路600号,徐汇,121.394051,31.166609,1
2022-03-30,徐汇区华发路330弄,徐汇,121.44816,31.126182,1
2022-03-30,徐汇区望月路909弄,徐汇,121.460552,31.117906,1
2022-03-30,徐汇区老沪闵路333弄,徐汇,121.425154,31.149044,1
2022-03-30,徐汇区龙华西路285弄,徐汇,121.445678,31.172442,1
2022-03-30,徐汇区龙华西路88号,徐汇,121.449934,31.168323,1
2022-03-30,徐汇区嘉善路55号,徐汇,121.459436,31.211969,1
2022-03-30,徐汇区钦州北路300弄,徐汇,121.418326,31.181418,1
2022-03-30,徐汇区钦州路820号,徐汇,121.428167,31.176248,1
2022-03-30,徐汇区钦州北路399弄,徐汇,121.419055,31.180207,1
2022-03-30,徐汇区虹二小区,徐汇,121.425335,31.195608,1
2022-03-30,徐汇区零陵小区,徐汇,121.444545,31.187141,1
2022-03-30,徐汇区蒲汇塘路163弄,徐汇,121.431361,31.188152,1
2022-03-30,徐汇区零陵路683号,徐汇,121.443904,31.18604,1
2022-03-30,徐汇区南丹路118号,徐汇,121.43373,31.18886,1
2022-03-30,徐汇区亚都国际名园,徐汇,121.437805,31.187978,1
2022-03-30,长宁区愚园路1032弄,长宁,121.429814,31.219893,1
2022-03-30,长宁区新渔路280弄（住宅）,长宁,121.36661,31.216173,1
2022-03-30,长宁区虹桥路996弄,长宁,121.420006,31.194173,1
2022-03-30,长宁区玉屏南路560弄,长宁,121.402856,31.215042,1
2022-03-30,长宁区万航渡路1278弄,长宁,121.423298,31.226543,1
2022-03-30,长宁区古北路211弄（住宅）,长宁,121.400247,31.213724,1
2022-03-30,长宁区西诸安浜路405弄,长宁,121.429482,31.216911,1
2022-03-30,长宁区山西路350弄,长宁,121.414323,31.199318,1
2022-03-30,长宁区沪青平公路18弄,长宁,121.357306,31.185302,1
2022-03-30,长宁区娄山关路810弄,长宁,121.40466,31.21218,1
2022-03-30,长宁区利西路47弄,长宁,121.431473,31.215162,1
2022-03-30,长宁区天山二村,长宁,121.406949,31.208449,1
2022-03-30,长宁区玉屏南路476弄,长宁,121.405068,31.214204,1
2022-03-30,长宁区安顺路361弄,长宁,121.409012,31.199689,1
2022-03-30,长宁区蒲淞北路17弄,长宁,121.374059,31.217485,1
2022-03-30,长宁区凯旋路116号（住宅）,长宁,121.414582,31.221211,1
2022-03-30,长宁区昭化路55弄,长宁,121.428881,31.212941,1
2022-03-30,长宁区长宁路396弄（住宅）,长宁,121.426859,31.223633,1
2022-03-30,长宁区威宁路458弄,长宁,121.386903,31.21587,1
2022-03-30,长宁区天山路1890弄,长宁,121.414821,31.210311,1
2022-03-30,长宁区仙霞路430弄,长宁,121.394135,31.205628,1
2022-03-30,长宁区安顺路181弄,长宁,121.419415,31.199825,1
2022-03-30,长宁区中山西路1410弄,长宁,121.417812,31.192548,1
2022-03-30,长宁区淮海中路1950弄,长宁,121.437365,31.203766,1
2022-03-30,长宁区福泉路450弄,长宁,121.36068,31.20426,1
2022-03-30,长宁区威宁路511弄,长宁,121.38512,31.21763,1
2022-03-30,长宁区仙霞西路500弄,长宁,121.363983,31.210611,1
2022-03-30,长宁区泉口路185弄,长宁,121.365864,31.213414,1
2022-03-30,长宁区武夷路70弄,长宁,121.429761,31.213425,1
2022-03-30,长宁区法华镇路751弄,长宁,121.421346,31.207846,1
2022-03-30,长宁区天山西路694号,长宁,121.373467,31.217173,1
2022-03-30,长宁区昭化路60弄,长宁,121.428777,31.212108,1
2022-03-30,长宁区新渔东路550弄,长宁,121.382995,31.212851,1
2022-03-30,长宁区新华路211弄,长宁,121.425866,31.200863,1
2022-03-30,普陀区兰田小区,普陀,121.42193,31.246306,1
2022-03-30,普陀区真北路1902弄,普陀,121.391072,31.249607,1
2022-03-30,普陀区金迈路359弄,普陀,121.330134,31.286973,1
2022-03-30,普陀区真华路295弄,普陀,121.409676,31.267922,1
2022-03-30,普陀区同普路1225弄,普陀,121.370381,31.22978,1
2022-03-30,普陀区石泉东路168弄,普陀,121.435597,31.256106,1
2022-03-30,普陀区宜川二村,普陀,121.43759,31.260338,1
2022-03-30,普陀区中山北路1958号,普陀,121.432723,31.249485,1
2022-03-30,普陀区沪太路750弄,普陀,121.444286,31.264872,1
2022-03-30,普陀区华阴路197号,普陀,121.44294,31.259671,1
2022-03-30,普陀区枣阳路390号,普陀,121.402065,31.231387,1
2022-03-30,普陀区新村路39弄,普陀,121.438457,31.267635,1
2022-03-30,普陀区三源路162弄,普陀,121.403066,31.259549,1
2022-03-30,普陀区普陀一村,普陀,121.42156,31.236064,1
2022-03-30,普陀区兰田新村,普陀,121.421894,31.246908,1
2022-03-30,普陀区西康路1407弄,普陀,121.434536,31.244682,1
2022-03-30,普陀区长风三村,普陀,121.400368,31.230141,1
2022-03-30,普陀区光复西路1995弄,普陀,121.427929,31.237707,1
2022-03-30,普陀区真北路1029弄,普陀,121.382463,31.235731,1
2022-03-30,普陀区白玉路678弄,普陀,121.418394,31.236867,1
2022-03-30,普陀区华联路28号,普陀,121.343895,31.280379,1
2022-03-30,普陀区枣阳路891弄,普陀,121.401376,31.222362,1
2022-03-30,普陀区宁强路141号,普陀,121.426128,31.252648,1
2022-03-30,普陀区铜川路58弄,普陀,121.418666,31.256381,1
2022-03-30,普陀区胶州路1216弄,普陀,121.431688,31.240678,1
2022-03-30,普陀区梅四小区,普陀,121.389509,31.245344,1
2022-03-30,普陀区澳门路58弄,普陀,121.446957,31.24584,1
2022-03-30,普陀区管弄路280号,普陀,121.424205,31.254731,1
2022-03-30,普陀区真华路36弄,普陀,121.410381,31.26243,1
2022-03-30,普陀区中山北路2185弄,普陀,121.428161,31.247506,1
2022-03-30,普陀区真沃路18号,普陀,121.345288,31.277633,1
2022-03-30,普陀区甘泉一村,普陀,121.432045,31.264394,1
2022-03-30,虹口区长春路158弄,虹口,121.486493,31.2608,1
2022-03-30,虹口区大连路621号,虹口,121.504382,31.27258,1
2022-03-30,虹口区仁德路410弄,虹口,121.483304,31.303286,1
2022-03-30,虹口区凉城路480弄,虹口,121.471265,31.289898,1
2022-03-30,虹口区广粤路287弄,虹口,121.463856,31.287407,1
2022-03-30,虹口区祥德路23号,虹口,121.489138,31.271072,1
2022-03-30,虹口区海宁路5号,虹口,121.491551,31.252941,1
2022-03-30,虹口区丹徒路213弄,虹口,121.50183,31.255895,1
2022-03-30,虹口区中山北一路131弄,虹口,121.47687,31.272298,1
2022-03-30,虹口区昆明路181号,虹口,121.508462,31.256504,1
2022-03-30,虹口区唐山路103地块,虹口,121.513712,31.26419,1
2022-03-30,虹口区赤峰路626弄,虹口,121.48582,31.283997,1
2022-03-30,虹口区东江湾路580弄,虹口,121.479962,31.274134,1
2022-03-30,虹口区保定路520弄,虹口,121.507638,31.261109,1
2022-03-30,虹口区东余杭路817号,虹口,121.502654,31.256038,1
2022-03-30,虹口区文迁路25弄,虹口,121.480461,31.30237,1
2022-03-30,虹口区大连西路257弄,虹口,121.488559,31.275657,1
2022-03-30,虹口区大连西路23号,虹口,121.498583,31.276164,1
2022-03-30,虹口区天宝路66弄,虹口,121.495484,31.260947,1
2022-03-30,虹口区天宝路558弄,虹口,121.49917,31.26829,1
2022-03-30,虹口区新港路311弄,虹口,121.497167,31.269989,1
2022-03-30,虹口区天宝西路299弄,虹口,121.491146,31.274598,1
2022-03-30,虹口区文迁路12号,虹口,121.480617,31.302091,1
2022-03-30,虹口区车站南路198弄,虹口,121.47881,31.294683,1
2022-03-30,虹口区广灵四路561弄,虹口,121.466657,31.285167,1
2022-03-30,虹口区奎照路218号,虹口,121.480378,31.299514,1
2022-03-30,虹口区东余杭路1062号,虹口,121.505966,31.258555,1
2022-03-30,虹口区唐山路708弄,虹口,121.507622,31.257589,1
2022-03-30,虹口区丰镇路780号,虹口,121.470556,31.304542,1
2022-03-30,虹口区沽源路113弄,虹口,121.478281,31.302399,1
2022-03-30,虹口区凉城路1319号,虹口,121.471409,31.305676,1
2022-03-30,虹口区多伦路43号,虹口,121.482757,31.261968,1
2022-03-30,虹口区东余杭路869弄,虹口,121.503216,31.256231,1
2022-03-30,虹口区虹湾路55弄,虹口,121.474565,31.311764,1
2022-03-30,虹口区同心路971弄,虹口,121.477653,31.266664,1
2022-03-30,虹口区天通庵路895弄,虹口,121.477057,31.264128,1
2022-03-30,虹口区新广路251弄,虹口,121.481553,31.25498,1
2022-03-30,虹口区东江湾路15号,虹口,121.4804,31.26559,1
2022-03-30,虹口区密云路290号,虹口,121.496697,31.275939,1
2022-03-30,虹口区广粤路1601弄,虹口,121.467205,31.304045,1
2022-03-30,虹口区四平路581号,虹口,121.495706,31.269986,1
2022-03-30,虹口区川公路8号,虹口,121.482596,31.256565,1
2022-03-30,虹口区三门路719号,虹口,121.480644,31.312097,1
2022-03-30,杨浦区包头南路588弄,杨浦,121.540636,31.300421,1
2022-03-30,杨浦区凤城路40号,杨浦,121.524269,31.277158,1
2022-03-30,杨浦区工农三村,杨浦,121.534877,31.32316,1
2022-03-30,杨浦区国顺东路26弄,杨浦,121.539921,31.303052,1
2022-03-30,杨浦区吉浦路99弄,杨浦,121.491101,31.300455,1
2022-03-30,杨浦区江浦路1275弄,杨浦,121.519799,31.270829,1
2022-03-30,杨浦区江浦路259弄,杨浦,121.529658,31.255348,1
2022-03-30,杨浦区控江路1500弄,杨浦,121.5209,31.27645,1
2022-03-30,杨浦区控江三村,杨浦,121.532989,31.287344,1
2022-03-30,杨浦区黎平路1号,杨浦,121.559266,31.274441,1
2022-03-30,杨浦区辽源西路230弄,杨浦,121.508625,31.269425,1
2022-03-30,杨浦区内江二村,杨浦,121.543483,31.284665,1
2022-03-30,杨浦区平凉路317弄,杨浦,121.536643,31.26336,1
2022-03-30,杨浦区三门路48弄,杨浦,121.516102,31.310843,1
2022-03-30,杨浦区双辽支路60弄,杨浦,121.51591,31.269909,1
2022-03-30,杨浦区松花一村62号,杨浦,121.539671,31.294295,1
2022-03-30,杨浦区通北路22弄,杨浦,121.523772,31.253034,1
2022-03-30,杨浦区许昌路570弄,杨浦,121.523882,31.257975,1
2022-03-30,杨浦区杨树浦路1455弄,杨浦,121.537191,31.255739,1
2022-03-30,杨浦区殷行路1628弄,杨浦,121.503685,31.329029,1
2022-03-30,杨浦区殷行路590弄,杨浦,121.5326,31.329176,1
2022-03-30,杨浦区闸殷路11弄,杨浦,121.515972,31.312096,1
2022-03-30,杨浦区长阳路1969弄,杨浦,121.538459,31.272293,1
2022-03-30,杨浦区长阳路2021弄,杨浦,121.538816,31.273076,1
2022-03-30,杨浦区长阳路2059号,杨浦,121.540699,31.272517,1
2022-03-30,杨浦区中山北二路345弄,杨浦,121.517252,31.284737,1
2022-03-30,杨浦区周家嘴路3338弄,杨浦,121.537008,31.276331,1
2022-03-30,杨浦区延吉中路555弄,杨浦,121.526152,31.2804,1
2022-03-30,杨浦区国顺路80弄,杨浦,121.516555,31.293716,1
2022-03-30,杨浦区佳木斯路315弄,杨浦,121.539603,31.297051,1
2022-03-30,杨浦区浣纱六村,杨浦,121.533448,31.296933,1
2022-03-30,宝山区丰翔路1415号,宝山,121.348802,31.310809,1
2022-03-30,宝山区祁北路85弄,宝山,121.35484,31.424803,1
2022-03-30,宝山区东界泾村,宝山,121.338267,31.411941,1
2022-03-30,宝山区沪太路7718号,宝山,121.336554,31.427778,1
2022-03-30,宝山区富杨路223弄,宝山,121.436737,31.388824,1
2022-03-30,宝山区祁北路211弄,宝山,121.349158,31.42192,1
2022-03-30,宝山区乾溪路200弄,宝山,121.41142,31.30426,1
2022-03-30,宝山区杨泰路55弄,宝山,121.449651,31.363127,1
2022-03-30,宝山区沪太路2899弄,宝山,121.41076,31.314164,1
2022-03-30,宝山区逸仙路3508弄,宝山,121.500209,31.349136,1
2022-03-30,宝山区华灵路515号,宝山,121.423664,31.273244,1
2022-03-30,宝山区杨泰路88弄,宝山,121.440386,31.376286,1
2022-03-30,宝山区泰和路1810号,宝山,121.448897,31.350835,1
2022-03-30,宝山区呼玛路604号,宝山,121.44764,31.33884,1
2022-03-30,宝山区宝山四村,宝山,121.492568,31.390796,1
2022-03-30,宝山区莲花山路817弄,宝山,121.436717,31.361155,1
2022-03-30,宝山区泰和路1886号,宝山,121.446039,31.356313,1
2022-03-30,宝山区香逸湾58弄,宝山,121.445467,31.363219,1
2022-03-30,宝山区南东路29号,宝山,121.362927,31.384393,1
2022-03-30,宝山区泰和路1780号,宝山,121.448598,31.357451,1
2022-03-30,宝山区西街村,宝山,121.43232,31.372295,1
2022-03-30,宝山区前三营房,宝山,121.500071,31.385657,1
2022-03-30,宝山区真华路1986号,宝山,121.411439,31.292791,1
2022-03-30,宝山区华灵路1781弄,宝山,121.408276,31.281114,1
2022-03-30,宝山区罗宁路3030弄,宝山,121.326017,31.485445,1
2022-03-30,宝山区苏家村,宝山,121.413216,31.402014,1
2022-03-30,宝山区瑞丰路456弄,宝山,121.376168,31.314691,1
2022-03-30,宝山区逸仙路1588弄,宝山,121.484607,31.323001,1
2022-03-30,宝山区马泾桥一村,宝山,121.435802,31.407565,1
2022-03-30,宝山区逸仙路1238弄,宝山,121.482496,31.314894,1
2022-03-30,宝山区淞南九村,宝山,121.476109,31.335277,1
2022-03-30,宝山区马泾桥三村,宝山,121.40089,31.450187,1
2022-03-30,宝山区呼兰西路60弄,宝山,121.436393,31.33721,1
2022-03-30,宝山区联长路199号,宝山,121.463321,31.337309,1
2022-03-30,宝山区长江路399号,宝山,121.492337,31.350636,1
2022-03-30,宝山区真金路1250弄,宝山,121.407242,31.285587,1
2022-03-30,宝山区真华路999弄,宝山,121.41016,31.275429,1
2022-03-30,宝山区泗塘二村,宝山,121.456196,31.337302,1
2022-03-30,宝山区淞南八村,宝山,121.481793,31.334987,1
2022-03-30,宝山区共和新路5308弄,宝山,121.442173,31.327822,1
2022-03-30,宝山区华灵路1280弄,宝山,121.416707,31.27807,1
2022-03-30,宝山区大华路901弄,宝山,121.415772,31.276417,1
2022-03-30,宝山区爱辉路28弄,宝山,121.45315,31.327709,1
2022-03-30,宝山区淞南十村,宝山,121.47272,31.333893,1
2022-03-30,宝山区红林路589弄,宝山,121.420028,31.361853,1
2022-03-30,宝山区杨东村,宝山,121.463616,31.386655,1
2022-03-30,宝山区爱辉路1018弄,宝山,121.447168,31.345326,1
2022-03-30,宝山区沈杨村,宝山,121.372586,31.330761,1
2022-03-30,宝山区通河八村,宝山,121.447523,31.329402,1
2022-03-30,宝山区野桥村,宝山,121.440388,31.328867,1
2022-03-30,宝山区毛家路600弄,宝山,121.384506,31.432193,1
2022-03-30,宝山区华浜新村,宝山,121.493644,31.348904,1
2022-03-30,宝山区祁北东路85弄,宝山,121.355277,31.424165,1
2022-03-30,宝山区罗芬路98弄,宝山,121.358464,31.392296,1
2022-03-30,宝山区杨泰路2158弄,宝山,121.431027,31.394129,1
2022-03-30,宝山区顾北东路188弄,宝山,121.415033,31.358725,1
2022-03-30,宝山区盛新路58号,宝山,121.41355,31.342294,1
2022-03-30,宝山区杨泰路198号,宝山,121.445248,31.367942,1
2022-03-30,宝山区祁连一村,宝山,121.38048,31.313387,1
2022-03-30,宝山区宝山十村,宝山,121.441769,31.320968,1
2022-03-30,宝山区长临路1118弄,宝山,121.433895,31.326734,1
2022-03-30,宝山区富联路646弄,宝山,121.407168,31.361417,1
2022-03-30,宝山区泰和西路3493弄,宝山,121.403408,31.350387,1
2022-03-30,宝山区宝林八村,宝山,121.494048,31.406687,1
2022-03-30,宝山区宝城一村,宝山,121.489439,31.408487,1
2022-03-30,宝山区宝林七村,宝山,121.49522,31.405418,1
2022-03-30,宝山区潘泾路1028号,宝山,121.389438,31.382687,1
2022-03-30,宝山区富杨路608号,宝山,121.430087,31.399568,1
2022-03-30,宝山区铁山路140号,宝山,121.464293,31.369067,1
2022-03-30,宝山区铁山路55号,宝山,121.469982,31.363054,1
2022-03-30,宝山区宝杨路3184弄,宝山,121.439832,31.373411,1
2022-03-30,宝山区吉浦路797号,宝山,121.49118,31.319177,1
2022-03-30,宝山区虎林路948号,宝山,121.451525,31.349024,1
2022-03-30,宝山区铁山路9号,宝山,121.469364,31.360652,1
2022-03-30,宝山区环镇北路789号,宝山,121.401762,31.307767,1
2022-03-30,宝山区南陈路278弄,宝山,121.396367,31.309784,1
2022-03-30,宝山区南大路210弄,宝山,121.397421,31.300309,1
2022-03-30,宝山区罗溪路1079弄,宝山,121.34211,31.42765,1
2022-03-30,宝山区环镇北路699弄,宝山,121.402845,31.309033,1
2022-03-30,宝山区鹤林路250弄,宝山,121.400401,31.452662,1
2022-03-30,宝山区东升路70弄,宝山,121.500314,31.374662,1
2022-03-30,宝山区淞滨路141弄,宝山,121.496436,31.373925,1
2022-03-30,宝山区盛桥老街14弄,宝山,121.402925,31.454366,1
2022-03-30,宝山区拾年村,宝山,121.371852,31.3918,1
2022-03-30,宝山区联合村,宝山,121.3234,31.405878,1
2022-03-30,宝山区祁连山路2828弄,宝山,121.380458,31.317713,1
2022-03-30,宝山区盛桥老街15弄,宝山,121.402124,31.453466,1
2022-03-30,宝山区海滨二村,宝山,121.491326,31.381172,1
2022-03-30,宝山区繁荣村,宝山,121.361583,31.40806,1
2022-03-30,宝山区纬地路88弄,宝山,121.40228,31.329368,1
2022-03-30,宝山区锦秋路1360号,宝山,121.378348,31.318287,1
2022-03-30,宝山区三星村,宝山,121.350613,31.31097,1
2022-03-30,宝山区聚丰园路628弄,宝山,121.373362,31.311171,1
2022-03-30,宝山区上大路1288弄,宝山,121.38446,31.309928,1
2022-03-30,宝山区同泰路135弄,宝山,121.497297,31.374499,1
2022-03-30,宝山区东升路73号,宝山,121.499881,31.374551,1
2022-03-30,宝山区共康路852弄,宝山,121.428554,31.318963,1
2022-03-30,宝山区罗东路1001弄,宝山,121.370823,31.445764,1
2022-03-30,宝山区行知路572弄,宝山,121.41278,31.286083,1
2022-03-30,宝山区锦秋路1588弄,宝山,121.407736,31.322037,1
2022-03-30,宝山区杨鑫路98弄,宝山,121.450359,31.371731,1
2022-03-30,宝山区美安路398弄,宝山,121.345375,31.388569,1
2022-03-30,宝山区春和路181号,宝山,121.402321,31.407504,1
2022-03-30,宝山区城西二村,宝山,121.434096,31.393654,1
2022-03-30,宝山区亭前街30号,宝山,121.345779,31.412962,1
2022-03-30,宝山区云西路219弄,宝山,121.476223,31.317757,1
2022-03-30,闵行区北街新村,闵行,121.327255,31.225179,1
2022-03-30,闵行区北吴路501弄,闵行,121.442977,31.052296,1
2022-03-30,闵行区丁连村,闵行,121.481096,31.094782,1
2022-03-30,闵行区都市路2899弄,闵行,121.401987,31.075002,1
2022-03-30,闵行区繁安路59弄,闵行,121.39312,31.062705,1
2022-03-30,闵行区丰收村,闵行,121.49042,31.060934,1
2022-03-30,闵行区古美西路316弄,闵行,121.395457,31.13497,1
2022-03-30,闵行区古美西路628弄,闵行,121.389882,31.135609,1
2022-03-30,闵行区古美西路86弄,闵行,121.400385,31.134348,1
2022-03-30,闵行区鹤坡南路55弄,闵行,121.529703,31.059168,1
2022-03-30,闵行区红松路175弄,闵行,121.371735,31.181243,1
2022-03-30,闵行区虹梅南路209号,闵行,121.414211,31.13645,1
2022-03-30,闵行区虹莘路3800弄,闵行,121.374309,31.168981,1
2022-03-30,闵行区沪青平公路391弄,闵行,121.348154,31.176765,1
2022-03-30,闵行区沪青平公路899号,闵行,121.333859,31.168575,1
2022-03-30,闵行区汇中村,闵行,121.55392,31.009616,1
2022-03-30,闵行区剑川路99号,闵行,121.472623,31.042828,1
2022-03-30,闵行区江汉路99弄,闵行,121.505877,31.06682,1
2022-03-30,闵行区江文路125弄,闵行,121.542324,31.063191,1
2022-03-30,闵行区金都路1259号,闵行,121.427925,31.089281,1
2022-03-30,闵行区近浦村,闵行,121.47562,31.09621,1
2022-03-30,闵行区景谷东路99弄,闵行,121.424705,31.017814,1
2022-03-30,闵行区景联路685号,闵行,121.441845,31.099692,1
2022-03-30,闵行区立民村,闵行,121.555053,31.101259,1
2022-03-30,闵行区立跃路1728号,闵行,121.53494,31.097428,1
2022-03-30,闵行区莲花路528弄,闵行,121.402627,31.143667,1
2022-03-30,闵行区联航路1588号,闵行,121.517625,31.077555,1
2022-03-30,闵行区联合村,闵行,121.516729,31.048535,1
2022-03-30,闵行区联胜村,闵行,121.541518,31.075731,1
2022-03-30,闵行区联星村,闵行,121.550485,31.093765,1
2022-03-30,闵行区龙茗路1458弄,闵行,121.387066,31.147576,1
2022-03-30,闵行区龙吴路4800号,闵行,121.460905,31.067573,1
2022-03-30,闵行区鲁陈路3955弄,闵行,121.497921,31.089068,1
2022-03-30,闵行区鲁浩路160弄,闵行,121.518823,31.030703,1
2022-03-30,闵行区鲁南路85弄,闵行,121.52974,31.02419,1
2022-03-30,闵行区庙泾路52弄,闵行,121.379065,31.116251,1
2022-03-30,闵行区闵驰一路29弄,闵行,121.546977,31.040503,1
2022-03-30,闵行区平南二村,闵行,121.394005,31.15222,1
2022-03-30,闵行区瓶安路1600弄,闵行,121.400296,31.054627,1
2022-03-30,闵行区浦秀路220弄,闵行,121.497818,31.072161,1
2022-03-30,闵行区浦秀路598弄,闵行,121.493907,31.081115,1
2022-03-30,闵行区浦雪路1180弄,闵行,121.493258,31.074107,1
2022-03-30,闵行区勤劳村,闵行,121.530982,31.099744,1
2022-03-30,闵行区申北路53弄,闵行,121.386913,31.091571,1
2022-03-30,闵行区莘建东路539弄,闵行,121.381071,31.108216,1
2022-03-30,闵行区胜利村,闵行,121.547919,31.063093,1
2022-03-30,闵行区苏召路1699号,闵行,121.534444,31.103555,1
2022-03-30,闵行区谈中路59弄,闵行,121.533608,31.065093,1
2022-03-30,闵行区腾冲路50弄,闵行,121.394141,31.099118,1
2022-03-30,闵行区伟业路780弄,闵行,121.404772,31.108048,1
2022-03-30,闵行区先新路1058弄,闵行,121.533984,31.040202,1
2022-03-30,闵行区永丰村,闵行,121.501375,31.01019,1
2022-03-30,闵行区永跃路782弄,闵行,121.511257,31.031173,1
2022-03-30,闵行区友建村,闵行,121.506,31.117963,1
2022-03-30,闵行区跃农村,闵行,121.483111,31.081807,1
2022-03-30,闵行区闸航路2825弄,闵行,121.530417,31.019506,1
2022-03-30,闵行区正义村,闵行,121.526794,31.008182,1
2022-03-30,闵行区中春路3455弄,闵行,121.372096,31.084884,1
2022-03-30,闵行区紫龙路500弄,闵行,121.466974,31.034458,1
2022-03-30,嘉定区火车站路121弄,嘉定,121.311443,31.283699,1
2022-03-30,嘉定区丰庄路452号,嘉定,121.365259,31.24917,1
2022-03-30,嘉定区宝安公路3650弄,嘉定,121.252376,31.321952,1
2022-03-30,嘉定区宝钱公路5888弄,嘉定,121.11554,31.362666,1
2022-03-30,嘉定区曹安公路3798弄,嘉定,121.282943,31.271779,1
2022-03-30,嘉定区曹安公路1833号,嘉定,121.36183,31.253005,1
2022-03-30,嘉定区曹安公路2118号,嘉定,121.345694,31.259527,1
2022-03-30,嘉定区曹安公路3816号,嘉定,121.280099,31.270115,1
2022-03-30,嘉定区曹丰路600号,嘉定,121.270391,31.269146,1
2022-03-30,嘉定区德华路79弄,嘉定,121.317921,31.295936,1
2022-03-30,嘉定区定边路33号,嘉定,121.363377,31.255249,1
2022-03-30,嘉定区方陆路191号,嘉定,121.227739,31.314918,1
2022-03-30,嘉定区高台路533弄,嘉定,121.254602,31.351316,1
2022-03-30,嘉定区鹤望路520号,嘉定,121.32262,31.24436,1
2022-03-30,嘉定区鹤友路336弄,嘉定,121.324376,31.236348,1
2022-03-30,嘉定区华江路18号,嘉定,121.345666,31.257628,1
2022-03-30,嘉定区嘉罗公路2093号,嘉定,121.293274,31.40211,1
2022-03-30,嘉定区金汤路655号,嘉定,121.377572,31.251811,1
2022-03-30,嘉定区劳动路469号,嘉定,121.323983,31.441285,1
2022-03-30,嘉定区墨玉北路362弄,嘉定,121.160422,31.334918,1
2022-03-30,嘉定区墨玉路29号,嘉定,121.164111,31.289849,1
